Title,Job Link,Job ID,Job Category ID,Company Name,Promotion Text,Location,Experience Required,Deadline,Vacancy,Age,Salary,Published,Additional Requirements,Education,Remuneration Package,Employment Status,Gender
Factory Operations Manager - Handicrafts Factory,https://jobs.bdjobs.com/jobdetails/?id=1390605&fcatId=19&ln=1,1390605,19,Goni Group,N/A,Dhaka,5 to 7 year(s),28 Aug2025,2,30 to 45 years,Negotiable,29 Jul 2025,"Age 30 to 45 years; Minimum 5–7 years of experience in managing handicraft or light manufacturing units, preferably for export-oriented production.; Prior experience with natural fiber-based product manufacturing and team handling in factory settings is required.; Experience working with ethical trade organizations, fair trade buyers, or global craft export brands is an added advantage.; Strong knowledge of handicraft production processes, including weaving, dyeing, cutting, stitching, carving, and finishing.; Hands-on experience with natural materials: jute, cane, bamboo, hogla, seagrass, coir, palm leaves, and traditional textiles.; Excellent team management and leadership skills with the ability to coordinate with both skilled artisans and administrative teams.; Familiarity with quality control tools, production scheduling, and lean manufacturing practices in a small or medium-scale craft-based unit.; Good understanding of export packaging, buyer specifications, labeling norms, and sustainability requirements.; Basic proficiency in MS Excel, Google Sheets, and production/inventory tracking software.; Strong communication skills (verbal and written), preferably in both English and Bangla.; Knowledge of export documentation and coordination with logistics teams is a strong plus.","Bachelor of Business Administration (BBA) in Industrial Eng & Production; Bachelor of Business Administration (BBA) in Industrial Engineering; Bachelor of Business Administration (BBA) in Textile Engineering; Diploma/Certification in Factory Operations, Lean Production, or Handicrafts/Artisan Factory Operation Management.",Salary Review: Yearly; Festival Bonus: 2,Full Time,Only Male
Quality AGM - Woven Tops/Shirts/Dresses,https://jobs.bdjobs.com/jobdetails/?id=1390355&fcatId=19&ln=1,1390355,19,Vision Garments Ltd,N/A,Savar,At least 10 year(s),28 Aug2025,1,35 to 52 years,Tk. 120000 - 140000 (Monthly),29 Jul 2025,Age 35 to 52 years,Bachelor/Honors,Mobile bill; Salary Review: Yearly; Festival Bonus: 2,Full Time,Only Male
"General Manager/ Sr. General Manager, QMS",https://jobs.bdjobs.com/jobdetails/?id=1390606&fcatId=19&ln=1,1390606,19,A Renowned Company,N/A,Dhaka,15 to 20 year(s),25 Aug2025,1,35 to 40 years,Negotiable,29 Jul 2025,"Age 35 to 40 years; Quality Control, Quality Assurance and Quality Management System of Technical audits",Bachelor of Science (BSc) in Textile Engineering; Bachelor/Honors; Textile background will get preference,Mobile bill; Salary Review: Yearly; Lunch Facilities: Full Subsidize; Festival Bonus: 2,Full Time,Only Male
Category Manager,https://jobs.bdjobs.com/jobdetails/?id=1390684&fcatId=19&ln=1,1390684,19,Bengal Meat Processing Industries Ltd.,N/A,Tejgaon,At least 5 year(s),27 Aug2025,--,N/A,N/A,29 Jul 2025,"Minimum 5 years of relevant experience in Category Management, ideally within the FMCG or food industry.; A background in Sales and Marketing is an added advantage, along with strong insight into consumer behavior and promotional planning.; Hands-on experience in product selection, pricing strategy, inventory control, and supplier collaboration.; Proficiency in data analysis and familiarity with category management tools will be considered a plus.; Strategic Thinking; Data Analysis & Insights; Customer Centricity; Forecasting & Demand Planning; Project Management",Bachelor of Business Administration (BBA); Master of Business Administration (MBA); A Bachelor’s or Master’s Degree in Business Administration/Marketing/Economics/Finance or a related field.,N/A,Full Time,N/A
"Executive, Microbiology (Pabna Unit)",https://jobs.bdjobs.com/jobdetails/?id=1390683&fcatId=19&ln=1,1390683,19,SQUARE Pharmaceuticals PLC.,N/A,Pabna,1 to 2 year(s),9 Aug2025,--,At most 30 years,N/A,29 Jul 2025,Age At most 30 years; M.Sc. in Microbiology from any reputed public university; 1-2 years’ experience in relevant field will be preferred but fresh candidates are also encouraged to apply; Good interpersonal and communication skills; Well conversant with MS-Office; Strong personal & professional ethical values are essential for the position; Capable to work in a team and in shifting environment,Master of Science (MSc) in Microbiology,N/A,Full Time,N/A
"In-Charge, Regional Distribution Center",https://jobs.bdjobs.com/jobdetails/?id=1390550&fcatId=19&ln=1,1390550,19,Apex Footwear Limited,N/A,Anywhere in Bangladesh,1 to 3 year(s),28 Aug2025,1,N/A,Negotiable,29 Jul 2025,"Good knowledge and skills in store operation and distribution; Prior experience in retail or large-scale distribution systems will be considered an added advantage; Proficiency in Microsoft Office applications (Excel, Word, PowerPoint etc.); Any certification in logistics & Warehouse operation will be preferred",Bachelor/Honors,Salary Review: Yearly; Festival Bonus: 2; Compensation for the role is industry standard and negotiable; Gratuity Facility; Contributory Provident fund; Yearly Salary Review; Yearly 02 Festival Bonuses; Life Insurance (Accidental and Hospitalization); Discounts in hospitals & diagnostic centers; Apex Family Discount on Apex products,Full Time,N/A
Assistant Production Officer,https://jobs.bdjobs.com/jobdetails/?id=1390599&fcatId=19&ln=1,1390599,19,A Renowned Company,N/A,Savar,3 to 4 year(s),28 Aug2025,--,25 to 35 years,Tk. 20000 - 25000 (Monthly),29 Jul 2025,"Age 25 to 35 years; At least 3/4 years in factory facilities; The applicants should have experience in the following business area(s): Garments accessories, Food (Packaged)/Beverage, Group of industries. FMCG",Bachelor degree in any discipline,Mobile bill; Festival Bonus: 2 (Other benefits as per company policy.); Stay in Factory dormitory,Full Time,N/A
QC Technician (Flour Factory),https://jobs.bdjobs.com/jobdetails/?id=1390602&fcatId=19&ln=1,1390602,19,Advanced Chemical Industries PLC (ACI),Candidates who have hands-on experience of working in FMCG Factory will get added advantage,Narayanganj,At least 1 year(s),9 Aug2025,--,At most 32 years,Negotiable,29 Jul 2025,Age At most 32 years; Candidates who have experience in a flour factory will get preference.,Diploma,N/A,Full Time,N/A
"Senior Executive, Can Making-Factory",https://jobs.bdjobs.com/jobdetails/?id=1390587&fcatId=19&ln=1,1390587,19,Quasem Industries Plc (Metal Product Unit),N/A,Gazipur,5 to 6 year(s),10 Aug2025,1,N/A,Negotiable,29 Jul 2025,"5-6 years working experience in metal can manufacturing & must have a good knowledge about production & maintenance.; Must have leadership qualities, initiative, drive, self-motivation and capabilities to properly supervise activities of employees working under this post.; Must have good command over both Bangla and English.; Computer literacy and programming knowledge is essential.; Relaxation may be made in an exceptionally suitable case.",Diploma in Mechanical; Bachelor of Science (BSc) in Mechanical Engineering; The incumbent must be a B. Sc engineer in (Mechanical)/ Diploma in mechanical engineering,"Gratuity,Provident fund; Salary Review: Yearly; Festival Bonus: 2",Full Time,N/A
QA/QC- Chemical Engineer,https://jobs.bdjobs.com/jobdetails/?id=1390508&fcatId=19&ln=1,1390508,19,Irises Ink Private Company Ltd.,"Work in a Bangladesh-China joint venture specialized in textile digital and sublimation ink. Gain hands-on QA/QC experience in a lab-based, process-driven factory environment with growth opportunities.",Narayanganj,0 to 1 year(s),27 Aug2025,1,23 to 35 years,Negotiable,28 Jul 2025,Age 23 to 35 years,Bachelor of Science (BSc) in Chemical Technical/Engineering; Master of Science (MSc) in Chemical Technical/Engineering,Salary Review: Yearly; Festival Bonus: 2,Full Time,Only Male
Management Trainee with Chinese Language Proficiency,https://jobs.bdjobs.com/jobdetails/?id=1390136&fcatId=19&ln=1,1390136,19,Bay Footwear Limited,N/A,Gazipur,Na,27 Aug2025,20,At most 35 years,Tk. 40000 - 50000 (Monthly),28 Jul 2025,"Age At most 35 years; Good command of writing, reading and speaking ability in Mandarin and English language, Can do attitude.; Self-motivated and able to work independently.; Ability to handle multiple tasks simultaneously and balance competing priorities is key.; Able to handle business correspondence, arrange tight schedule professionally.",Bachelor degree in any discipline; Minimum HSK 3 level pass,"Provident fund,Over time allowance,Insurance,Gratuity; Lunch Facilities: Partially Subsidize; Salary Review: Yearly; Festival Bonus: 2",Full Time,N/A
"Sr. Officer, Quality Control",https://jobs.bdjobs.com/jobdetails/?id=1390365&fcatId=19&ln=1,1390365,19,SMC Enterprise Ltd.,N/A,Bhaluka,At least 2 year(s),12 Aug2025,1,At most 34 years,N/A,28 Jul 2025,"Age At most 34 years; Excellent communication skills both in English and Bangla; Minimum 2 years of experience in QC Department, canidates having experience in Pharmaceutical industry will get preference","M. Pharm or M. Sc in Chemistry/Applied Chemistry/Bio Chemistry, preferably from Public University","Profit share,Provident fund,Insurance,Gratuity,Performance bonus; Lunch Facilities: Full Subsidize; Salary Review: Yearly; Festival Bonus: 3; Leave encashment, Healthcare benefits etc.",Full Time,N/A
AGM (Operations),https://jobs.bdjobs.com/jobdetails/?id=1390314&fcatId=19&ln=1,1390314,19,Leo ICT Cables PLC.,N/A,Dhaka,5 to 7 year(s),15 Aug2025,1,33 to 50 years,Negotiable,28 Jul 2025,Age 33 to 50 years,Bachelor/Honors; Masters,N/A,Full Time,N/A
Assistant Manager / Manager - Production & Maintenance,https://jobs.bdjobs.com/jobdetails/?id=1390232&fcatId=19&ln=1,1390232,19,Innovation Plastic Cans Ltd.,N/A,Sonargaon,5 to 10 year(s),27 Aug2025,--,N/A,N/A,28 Jul 2025,"5 Years working experience for Assistant Manager and 10 Years working experience for Manager Position in relevant experience in plastic manufacturing or similar industries with at least 3 years in a leadership role in production & maintenance.; Strong knowledge in Injection & Blow Molding machine operations and robotic automation.; Hands-on experience in maintenance & troubleshooting.; Strong knowledge of plastic injection molding, blow molding, and extrusion processes.; Sound understanding of factory utilities, automation systems, and maintenance planning.; Proficient in reporting, planning, and team leadership.; Strong leadership, communication, and problem-solving skills.; Ability to work under pressure and manage multiple priorities.",Bachelor of Science (BSc) in Mechanical Engineering; Bachelor of Science (BSc) in Electrical & Electronic Engineering; Bachelor of Science (BSc) in Industrial Engineering,"Attractive salary package based on experience and qualification.; Festival Bonuses.; Provident Fund, Gratuity, and other benefits as per company policy.; Lunch facilities.",Full Time,N/A
Sr. General Manager / General Manager (Factory),https://jobs.bdjobs.com/jobdetails/?id=1389979&fcatId=19&ln=1,1389979,19,R.S Apparels Limited,N/A,Chattogram,At least 5 year(s),26 Aug2025,1,N/A,Negotiable,27 Jul 2025,Candidate should have minimum 5 years working experience in the relevant post in a reputed and export oriented knit & Woven garments sector.,Bachelor/Honors,N/A,Full Time,N/A
Manager - Operation (Factory),https://jobs.bdjobs.com/jobdetails/?id=1389880&fcatId=19&ln=1,1389880,19,Bruvana Beverage Ltd.,N/A,Narayanganj,At least 5 year(s),11 Aug2025,1,At least 40 years,Tk. 65000 - 75000 (Monthly),27 Jul 2025,Age At least 40 years; Candidate must know about BSTI/HACCP/FSMS/HALAL (Must),Bachelor of Science (BSc) in Food Science & Technology,Mobile bill; Lunch Facilities: Full Subsidize; Salary Review: Yearly; Festival Bonus: 2,Full Time,Only Male
Admin - Office / Back Office,https://jobs.bdjobs.com/jobdetails/?id=1389957&fcatId=19&ln=1,1389957,19,A Reputed Company,N/A,Anywhere in Bangladesh,Na,26 Aug2025,--,25 to 28 years,N/A,27 Jul 2025,"Age 25 to 28 years; Knowledge & experience in Advance Excel, Pivot Table; VLOOKUP; HLOOKUP & ALL TYPES OF FORMULA; Through knowledge of Accounts; Taxation: Credit Control & MIS (Management Information System); Experience in Handling of Warehouse related operations.; Knowledge of Microsoft Office, Word; PPT etc. & capable of retrieving data from old data base.; Knowledge of ERP based software.; Knowledge in reg. to Import & Export; LC operation; Bank Operations etc.","Masters; Master of Business Administration (MBA) in Commerce; Master of Business Administration (MBA) in Finance; Master of Business Administration (MBA) in Accounting; Masters or MBA, in commerce / finance / accounting.; Commerce Graduate with Computer Background with an experience with 2-3 Years in a trading house with a great amount of proficiency & experience in English & able to make correspondences / mails independently.",,Full Time,N/A
Intern - COO`s Assistant,https://jobs.bdjobs.com/jobdetails/?id=1389908&fcatId=19&ln=1,1389908,19,Tiger Battery Co. Ltd.,N/A,GULSHAN 1,Na,11 Aug2025,2,N/A,Tk. 10000 - 10000 (Monthly),27 Jul 2025,N/A,Bachelor of Law (LLB); Bachelor of Science (BSc),,Internship,N/A
Service Executive,https://jobs.bdjobs.com/jobdetails/?id=1389938&fcatId=19&ln=1,1389938,19,Tiger Lithium Co. Ltd.(A sister concern of Tiger New Energy Co. Ltd.),N/A,Anywhere in Bangladesh,0 to 1 year(s),26 Aug2025,4,20 to 30 years,Negotiable,27 Jul 2025,"Age 20 to 30 years; Basic understanding of electrical systems and components;; Factory-level workers are acceptable; Diploma or above is preferred;; Willing to learn, hands-on, and able to pick up skills quickly;; Open to travel or relocation based on team needs.",Diploma in Engineering; Diploma in Mechanical,,Full Time,Only Male
Machine Operator,https://jobs.bdjobs.com/jobdetails/?id=1389931&fcatId=19&ln=1,1389931,19,Zihan toy Industries Limited.,N/A,Keraniganj Model Town,2 to 3 year(s),20 Aug2025,2,N/A,Negotiable,27 Jul 2025,২–৩ বছরের অভিজ্ঞতা থাকলে ভালো; তবে আগ্রহী ও পরিশ্রমী ফ্রেশারদেরও উৎসাহিত করা হচ্ছে; উৎপাদন কাজের প্রতি আগ্রহ ও দায়িত্বশীলতা; দলগতভাবে কাজ করার মানসিকতা; ডে ও নাইট শিফট ভিত্তিক বা অতিরিক্ত সময় কাজ করতে আগ্রহী; দীর্ঘ সময় দাঁড়িয়ে কাজ করার সামর্থ্য থাকতে হবে; মেশিন চালানোর প্রশিক্ষণ থাকলে অগ্রাধিকার দেওয়া হবে,কমপক্ষে এসএসসি/ডিপ্লোমা ইন ম্যাকানিক্যাল ইঞ্জিনিয়ার  (টেকনিক্যাল ট্রেড হলে অগ্রাধিকার),,Full Time,N/A
